date,DBC,GLD,IEF,LQD,SHY,SPY,TIP,VEA,VNQ,VWO
2009-01-02,18.54044532775879,86.2300033569336,65.00305938720703,52.54412460327149,65.34367370605469,67.98126220703125,62.37299728393555,16.55123519897461,17.596643447875977,15.745516777038574
2009-01-05,18.73489761352539,84.4800033569336,64.8892593383789,52.90447616577149,65.47557067871094,67.90083312988281,62.14236068725586,16.30571746826172,17.272541046142578,15.99916648864746
2009-01-06,19.225252151489254,85.12999725341797,64.84908294677734,52.99327850341797,65.50666809082031,68.3542251586914,62.603511810302734,16.44943618774414,18.13517570495605,16.284526824951172
2009-01-07,18.24454498291016,82.75,64.86254119873047,52.54936218261719,65.46011352539062,66.30657958984375,62.68039321899414,16.25182342529297,17.526845932006836,15.42210292816162
2009-01-08,18.312179565429688,84.45999908447266,65.03651428222656,52.92537689208984,65.47557067871094,66.57717895507812,63.17999649047852,16.443450927734375,17.397197723388672,15.326990127563477
2009-01-09,18.10081672668457,83.91999816894531,65.33770751953125,53.58345031738281,65.52213287353516,65.15116882324219,63.73721694946289,15.946430206298828,16.504653930664062,14.95284652709961
2009-01-12,17.280746459960938,80.76000213623047,65.74591827392578,53.30659866333008,65.53770446777344,63.586181640625,64.05747985839844,15.55720043182373,15.537308692932127,14.261640548706056
2009-01-13,17.568193435668945,80.87999725341797,65.79283142089844,53.19169616699219,65.54542541503906,63.70317459106445,64.0447006225586,15.275762557983398,16.006017684936523,14.356764793395996
2009-01-14,17.323017120361328,79.79000091552734,66.16093444824219,52.95671463012695,65.62303161621094,61.699440002441406,64.12156677246094,14.605085372924805,15.168315887451172,13.64653205871582
2009-01-15,17.306108474731445,80.38999938964844,66.10742950439453,53.0611686706543,65.55320739746094,61.72136688232422,64.12156677246094,14.77275848388672,15.666953086853027,13.830431938171388
2009-01-16,17.3821964263916,82.70999908447266,65.49832153320312,53.0611686706543,65.5842514038086,62.20399475097656,63.85896301269531,14.8865327835083,16.26032257080078,14.027012825012209
2009-01-20,16.84111785888672,84.5199966430664,65.39794921875,52.27775955200195,65.61528015136719,58.92050552368164,63.820499420166016,13.772732734680176,14.440321922302246,12.999720573425291
2009-01-21,16.908754348754883,84.1500015258789,64.81568145751953,52.01664733886719,65.51435089111328,61.46540069580078,62.84696960449219,14.41346836090088,15.951168060302734,13.72262954711914
2009-01-22,16.68893814086914,84.58000183105469,64.38729858398438,51.82343292236328,65.54542541503906,60.51472473144531,62.955833435058594,14.10208225250244,15.078570365905762,13.405563354492188
2009-01-23,17.46674156188965,88.52999877929688,64.40068054199219,51.47874069213867,65.52991485595703,60.77799224853516,63.18643569946289,13.970341682434082,15.537308692932127,13.437271118164062
2009-01-26,17.500558853149414,88.94999694824219,64.2400894165039,51.019168853759766,65.444580078125,61.19483947753906,62.97505187988281,14.293707847595217,15.447556495666504,13.640188217163086
2009-01-27,17.02711296081543,88.37999725341797,64.66165924072266,51.980106353759766,65.51435089111328,61.8164291381836,63.519474029541016,14.503289222717283,15.666953086853027,13.754339218139648
2009-01-28,17.432924270629883,87.41999816894531,64.24673461914062,52.39265060424805,65.49117279052734,63.90794372558594,63.55791473388672,14.982336044311523,17.02322006225586,14.540658950805664
2009-01-29,17.221567153930664,89.5,63.410133361816406,51.7659912109375,65.3669204711914,61.8310546875,63.24405288696289,14.299689292907717,15.63204574584961,13.79238510131836
2009-01-30,17.12010955810547,91.30999755859376,63.3833122253418,52.13153839111328,65.40576171875,60.5732421875,63.53868865966797,14.144002914428713,14.988809585571287,13.614827156066896
2009-02-02,16.79039192199707,88.83999633789062,63.8974838256836,51.88015365600586,65.46639251708984,60.39043045043945,63.7692756652832,14.042203903198242,15.352819442749023,13.526050567626951
2009-02-03,16.59593963623047,88.47000122070312,63.34706497192383,51.70695114135742,65.39643859863281,61.23870468139648,63.53868865966797,14.407479286193848,15.198237419128418,13.912874221801758
2009-02-04,16.68893814086914,89.18000030517578,63.0249137878418,51.72794723510742,65.28765869140625,60.93888473510742,63.410587310791016,14.34759521484375,14.829249382019045,14.052377700805664
2009-02-05,17.060930252075195,90.12000274658205,63.17256164550781,51.276588439941406,65.30314636230469,61.84566879272461,63.34012985229492,14.521249771118164,14.51512336730957,14.318713188171388
2009-02-06,17.187747955322266,89.58999633789062,62.78995895385742,51.58098602294922,65.26433563232422,63.60809326171875,63.70521926879883,14.862576484680176,15.52235221862793,15.009920120239258
2009-02-09,17.09474754333496,88.31999969482422,62.66249465942383,51.67547225952149,65.24100494384766,63.69586944580078,64.37137603759766,14.892513275146484,15.751718521118164,14.857725143432615
2009-02-10,16.874935150146484,90.20999908447266,63.5014762878418,51.92738723754883,65.38867950439453,60.77799224853516,64.66598510742188,14.155975341796877,14.350568771362305,14.058727264404297
2009-02-11,16.773483276367188,92.29000091552734,63.99142074584961,52.10588073730469,65.37313079833984,61.1363410949707,64.49308013916016,14.287717819213867,14.624820709228516,14.388470649719238
2009-02-12,16.798847198486328,93.16999816894533,63.9713020324707,52.14786148071289,65.45086669921875,61.18022918701172,64.26243591308594,14.26376247406006,14.37550163269043,14.356764793395996
2009-02-13,16.494487762451172,92.5500030517578,63.467872619628906,51.74897384643555,65.32646179199219,60.52205657958984,63.993446350097656,14.11406135559082,13.492927551269531,14.439200401306152
2009-02-17,15.572961807250977,95.4499969482422,64.53506469726562,52.03235626220703,65.49744415283203,57.93325805664063,64.38416290283203,13.35955810546875,12.535554885864258,13.304105758666992
2009-02-18,15.479962348937988,96.91000366210938,64.06525421142578,51.775184631347656,65.38867950439453,57.7943229675293,63.98066329956055,13.341583251953123,12.71506690979004,13.411907196044922
2009-02-19,15.860407829284668,95.7699966430664,63.70951843261719,51.35011291503906,65.36531829833984,57.17272186279297,63.8012924194336,13.323623657226562,12.166568756103516,13.35483455657959
2009-02-20,15.682868003845217,97.8000030517578,63.890724182128906,51.1348762512207,65.41973114013672,56.61692810058594,64.02546691894531,13.173922538757324,12.93445873260498,13.037763595581056
2009-02-23,15.53068733215332,97.7300033569336,63.95119857788086,50.961700439453125,65.41197204589844,54.59124374389648,63.96143341064453,12.67690658569336,11.962129592895508,12.720697402954102
2009-02-24,15.826592445373535,94.7300033569336,63.70951843261719,50.77800750732422,65.36531829833984,56.66080474853516,63.410587310791016,13.167933464050291,12.974353790283203,13.399221420288086
2009-02-25,16.012588500976562,93.1500015258789,63.13233184814453,50.085235595703125,65.24100494384766,56.21471405029297,63.03268051147461,12.862533569335938,12.725037574768066,13.202638626098633
2009-02-26,16.35076141357422,93.05999755859376,62.97122573852539,49.76506423950195,65.27208709716797,55.30057907104492,62.52669906616211,12.75475025177002,12.071832656860352,13.056792259216309
2009-02-27,16.156312942504883,92.62999725341795,62.91746520996094,49.41864776611328,65.31090545654297,54.06469345092773,62.14236068725586,12.71881866455078,11.91226577758789,13.291419982910156
2009-03-02,15.34469223022461,90.93000030517578,63.54870223999024,49.42501068115234,65.45807647705078,51.62946701049805,62.53312301635742,12.036174774169922,11.1693115234375,12.66997241973877
2009-03-03,15.446145057678224,90.04000091552734,63.468040466308594,49.15596771240234,65.40355682373047,51.24190139770508,62.39219665527344,11.940359115600586,11.214184761047363,12.308513641357422
2009-03-04,15.987225532531738,88.98999786376953,63.14496994018555,49.140132904052734,65.33350372314453,52.455848693847656,62.27047348022461,12.43738079071045,11.393691062927246,13.145567893981934
2009-03-05,15.851956367492676,91.98999786376952,63.88525772094727,49.00825119018555,65.41133117675781,50.31315994262695,62.84696960449219,11.934369087219238,10.690625190734863,12.568511009216309
2009-03-06,16.232402801513672,92.29000091552734,63.58242416381836,49.11377334594727,65.3646240234375,50.40092086791992,62.43061447143555,11.95832633972168,10.546025276184082,12.746066093444824
2009-03-09,16.139402389526367,90.56999969482422,63.60929489135742,47.76323699951172,65.30233764648438,49.80857467651367,62.193603515625,11.640955924987791,10.78037929534912,12.524117469787598
2009-03-10,16.097131729125977,88.13999938964844,63.14496994018555,48.454349517822266,65.26348114013672,52.777626037597656,61.79651641845703,12.365523338317873,12.281253814697266,13.526050567626951
2009-03-11,15.58987045288086,89.22000122070312,63.59585189819336,48.47014236450195,65.29458618164062,53.12133407592773,62.10392379760742,12.431387901306152,12.081809997558594,13.488000869750977
2009-03-12,16.316944122314453,91.0999984741211,63.7775764465332,48.42795944213867,65.3179702758789,55.21282958984375,63.04549407958984,12.760737419128418,13.06908893585205,13.944581031799316
2009-03-13,16.173219680786133,91.3000030517578,63.73040008544922,48.87635040283203,65.37242889404297,55.64428329467773,63.02627944946289,12.790678024291992,12.789857864379885,14.033361434936523
2009-03-16,16.528303146362305,90.8000030517578,63.36701583862305,48.94492721557617,65.28679656982422,55.47612380981445,62.96219253540039,12.958345413208008,11.782622337341309,14.090429306030272
2009-03-17,16.883386611938477,90.04000091552734,63.24593353271485,48.81309509277344,65.2712173461914,57.17272186279297,62.89818954467773,13.293683052062988,12.675174713134766,14.413838386535645
2009-03-18,17.09474754333496,93.08999633789062,65.41290283203125,49.85231399536133,65.5202865600586,58.45251083374024,65.22328186035156,13.682909965515137,13.368268013000488,14.724563598632812
2009-03-19,17.449831008911133,94.3499984741211,65.19081115722656,49.95780944824219,65.44243621826172,57.72849655151367,65.5242691040039,13.676922798156738,12.550517082214355,14.623101234436035
2009-03-20,17.686553955078125,93.58999633789062,65.19081115722656,49.4514045715332,65.5202865600586,56.49925231933594,65.19762420654297,13.479317665100098,11.468487739562988,14.432861328125
2009-03-23,18.05854606628418,92.08000183105467,64.96870422363281,49.60434341430664,65.46583557128906,60.55751800537109,65.18477630615234,14.443617820739746,13.323386192321776,15.701128959655762
2009-03-24,17.762643814086914,90.9499969482422,64.87449645996094,49.11377334594727,65.38020324707031,59.36432266235352,65.5562744140625,13.988140106201172,12.29621124267578,15.257232666015623
2009-03-25,17.492103576660156,91.9800033569336,64.4841537475586,48.87635040283203,65.3646240234375,59.99034881591797,65.46018981933594,14.239850044250488,12.49858856201172,15.498201370239258
2009-03-26,17.79646110534668,91.93000030517578,64.6524429321289,49.12957000732422,65.45025634765625,61.213016510009766,66.19043731689453,14.413656234741213,12.7782621383667,15.85331916809082
2009-03-27,17.46674156188965,90.69000244140624,64.61204528808594,49.28260040283203,65.48143005371094,60.10821914672852,66.02391052246094,13.94618797302246,12.208755493164062,15.409424781799316
2009-03-30,16.83266258239746,89.9800033569336,64.88797760009766,49.245635986328125,65.54365539550781,58.031192779541016,66.14558410644531,13.436768531799316,11.54263687133789,14.648465156555176
2009-03-31,16.908754348754883,90.27999877929688,65.00236511230469,49.65187454223633,65.63712310791016,58.56886291503906,65.81250762939453,13.790359497070312,12.346050262451172,14.940165519714355
2009-04-01,16.866479873657227,91.02999877929688,65.16163635253906,49.5770378112793,65.62226867675781,59.70311737060547,66.04676055908203,14.155948638916016,12.279942512512209,15.485520362854004
2009-04-02,17.517467498779297,88.80000305175781,64.73644256591797,49.59294891357422,65.51312255859375,61.4487190246582,65.64134979248047,14.791229248046877,13.169791221618652,16.360620498657227
2009-04-03,17.788005828857422,87.58999633789062,63.99408721923828,49.28529357910156,65.36500549316406,62.0600471496582,65.21022033691406,14.86314296722412,14.303716659545898,16.550851821899414
2009-04-06,17.568193435668945,85.2699966430664,63.845550537109375,49.258766174316406,65.41175842285156,61.57393264770508,65.15873718261719,14.599447250366213,14.14100170135498,16.335254669189453
2009-04-07,17.255380630493164,86.73999786376953,64.0075912475586,49.23752975463867,65.43515014648438,60.1376953125,65.06864929199219,14.299786567687988,13.083353996276855,15.99916648864746
2009-04-08,17.3821964263916,86.61000061035156,64.32481384277344,49.730899810791016,65.43515014648438,60.78582382202149,65.390380859375,14.419649124145508,13.276580810546877,16.265504837036133
2009-04-09,17.635828018188477,86.30999755859375,63.94683456420898,50.06508255004883,65.35716247558594,63.20166015625,65.19090270996094,14.785238265991213,15.056279182434082,16.97573471069336
2009-04-13,17.711917877197266,87.87999725341797,64.32481384277344,50.54779052734375,65.4819564819336,63.21637725830078,65.48684692382812,14.935065269470217,15.102046012878418,17.09621238708496
2009-04-14,17.39065170288086,87.37000274658203,64.65545654296875,50.680419921875,65.53651428222656,62.12629699707031,65.51907348632812,14.827186584472656,13.82065773010254,16.82988929748535
2009-04-15,17.280746459960938,87.5,64.71624755859375,51.07295989990234,65.56766510009766,62.789180755615234,65.55767822265625,15.000993728637695,15.020682334899902,17.05183219909668
2009-04-16,17.20465850830078,85.80999755859375,64.45977020263672,51.29043960571289,65.47409057617188,63.70987701416016,65.31320190429688,15.090892791748049,15.524081230163574,17.292802810668945
2009-04-17,17.07784080505371,85.22000122070312,63.940067291259766,51.22677612304688,65.4039306640625,64.13702392578125,64.66966247558594,15.08489227294922,15.803746223449709,17.12791633605957
2009-04-20,16.4353084564209,86.94999694824219,64.38554382324219,50.94566345214844,65.46630096435547,61.4487190246582,64.72760772705078,14.431632041931152,14.176595687866213,16.30354881286621
2009-04-21,16.494487762451172,86.88999938964844,64.13579559326172,51.104736328125,65.47409057617188,62.64925384521485,64.50881958007812,14.74927806854248,15.432558059692385,16.71574592590332
2009-04-22,16.51984977722168,87.37999725341797,63.9806022644043,50.97747039794922,65.47409057617188,62.266239166259766,64.66966247558594,14.653382301330566,14.893556594848633,16.582571029663086
2009-04-23,16.73966407775879,88.80000305175781,63.9670524597168,50.93501663208008,65.42735290527344,62.87759399414063,65.0107650756836,15.030960083007812,15.564762115478516,16.89963722229004
2009-04-24,16.993295669555664,89.72000122070312,63.71736526489258,51.046417236328125,65.42735290527344,63.82771682739258,65.15226745605469,15.276674270629885,16.302064895629883,17.210357666015625
2009-04-27,16.570575714111328,89.01000213623047,63.9806022644043,50.98277282714844,65.5053482055664,63.22379684448242,65.21662902832031,15.078901290893556,15.325778007507324,16.633298873901367
2009-04-28,16.45221519470215,87.75,63.670143127441406,50.81832504272461,65.44291687011719,63.02487564086914,65.21662902832031,14.971023559570312,15.529168128967283,16.54451560974121
2009-04-29,16.83266258239746,88.33000183105469,63.32593536376953,51.06237030029297,65.47409057617188,64.36538696289062,64.94640350341797,15.384565353393556,16.205461502075195,17.438648223876953
2009-04-30,16.891843795776367,87.2699966430664,63.21795272827149,51.03053283691406,65.52871704101562,64.38745880126953,64.6310806274414,15.42051601409912,16.134267807006836,17.546451568603516
2009-05-01,17.399105072021484,86.94999694824219,63.0148811340332,51.15737533569336,65.47950744628906,64.73365020751953,64.00495910644531,15.636270523071287,15.605443954467772,17.8635196685791
2009-05-04,17.737279891967773,88.63999938964844,63.075782775878906,51.28001022338867,65.46391296386719,66.93583679199219,64.1214828491211,16.217607498168945,16.891916275024414,19.062026977539062
2009-05-05,17.48365020751953,88.25,63.06224060058594,51.44521713256836,65.44827270507812,66.70753479003906,64.14088439941406,15.995858192443848,16.261384963989258,18.808372497558597
2009-05-06,17.948640823364258,89.54000091552734,63.08935928344727,51.674434661865234,65.48731994628906,67.86388397216797,64.39993286132812,16.4873104095459,16.88173484802246,19.2078800201416
2009-05-07,17.982458114624023,89.44000244140625,62.56134796142578,51.17868423461914,65.3935317993164,66.9211196899414,64.46467590332031,16.241588592529297,15.915619850158691,18.681547164916992
2009-05-08,18.430538177490234,89.9800033569336,62.63581085205078,51.5038948059082,65.4404067993164,68.48255920410156,64.4906234741211,16.906824111938477,16.978349685668945,19.385433197021484
2009-05-11,18.27836227416992,89.69000244140625,63.22471618652344,51.658470153808594,65.5498046875,67.20098114013672,64.81430053710938,16.523263931274414,16.332578659057617,18.947885513305664
2009-05-12,18.464357376098636,90.6999969482422,63.18408584594727,51.80239486694336,65.5420150756836,67.00215911865234,65.01502990722656,16.661108016967773,16.28681755065918,19.04934501647949
2009-05-13,18.25299835205078,91.08999633789062,63.475196838378906,51.70646667480469,65.5732421875,65.31551361083984,65.00210571289062,16.091753005981445,15.218993186950684,18.389842987060547
2009-05-14,18.371356964111328,91.02999877929688,63.48193359375,51.8237190246582,65.59666442871094,65.875244140625,65.36471557617188,16.283536911010742,15.580013275146484,18.662527084350582
2009-05-15,17.906368255615234,91.5500030517578,63.32622909545898,51.81304931640625,65.58889770507812,65.33759307861328,65.50066375732422,16.091753005981445,15.056279182434082,18.516679763793945
2009-05-18,18.37981605529785,90.36000061035156,62.95394134521485,51.73843765258789,65.52637481689453,67.19365692138672,65.48126983642578,16.72703742980957,16.2664737701416,19.664453506469727
2009-05-19,18.37981605529785,90.95999908447266,62.865909576416016,51.9462890625,65.56547546386719,67.11259460449219,65.61071014404297,16.834909439086914,15.956289291381836,19.79762077331543
2009-05-20,18.675716400146484,92.25,63.06224060058594,52.24479675292969,65.65135192871094,66.66333770751953,65.96035766601562,16.954774856567383,15.829174995422363,19.873708724975582
2009-05-21,18.523536682128903,93.8499984741211,62.37178039550781,51.711795806884766,65.56547546386719,65.70584106445312,65.31291961669922,16.792959213256836,15.87493896484375,19.54397392272949
2009-05-22,18.794078826904297,94.1500015258789,62.00622177124024,51.64247512817383,65.58110809326172,65.56590270996094,65.42938232421875,16.924806594848633,15.483402252197266,19.74054908752441
2009-05-26,18.83635139465332,93.76000213623048,61.59332656860352,51.621124267578125,65.49516296386719,67.24524688720703,65.15103149414062,17.22446632385254,16.403766632080078,19.91175842285156
2009-05-27,18.92089462280273,93.4499969482422,60.8961067199707,51.26399612426758,65.47950744628906,66.04467010498047,65.00210571289062,16.942779541015625,15.80882740020752,19.72153091430664
2009-05-28,19.26752471923828,94.23999786376952,61.21421051025391,51.45592498779297,65.47166442871094,66.96532440185547,65.07331085205078,17.062654495239258,16.027484893798828,20.33030128479004
2009-05-29,19.639514923095703,96.1999969482422,61.904693603515625,52.21282958984375,65.56547546386719,68.15113830566406,65.92153930664062,17.434234619140625,16.556304931640625,20.68540573120117
2009-06-01,20.18059730529785,95.7300033569336,60.89444732666016,52.19570159912109,65.5114974975586,69.80096435546875,65.39582061767578,17.853750228881836,17.40548324584961,21.49076461791992
2009-06-02,20.26513671875,96.36000061035156,61.098106384277344,52.58140182495117,65.48797607421875,69.85987854003906,65.86370086669922,18.021564483642575,17.04446029663086,21.18003463745117
2009-06-03,19.588787078857425,94.41000366210938,61.47151947021485,52.84927368164063,65.6053466796875,68.97602081298828,65.83766174316406,17.50615119934082,17.013944625854492,20.507843017578125
2009-06-04,20.30741500854492,96.2300033569336,60.75864028930664,52.61891174316406,65.54271697998047,69.62419128417969,65.17483520507812,17.57207489013672,17.558025360107422,20.831247329711918
2009-06-05,20.1975040435791,93.70999908447266,60.15442657470703,52.34035873413086,65.11236572265625,69.63890838623047,64.9214096069336,17.37429428100586,17.51226234436035,20.86296844482422
2009-06-08,20.146778106689453,93.55999755859376,59.8488655090332,52.23318862915039,64.94021606445312,69.35169982910156,64.66793060302734,17.272409439086914,17.191919326782227,20.55858039855957
2009-06-09,20.341228485107425,93.83000183105467,60.10689926147461,52.629615783691406,65.08885192871094,69.70520782470703,65.10338592529297,17.446218490600586,17.191919326782227,20.577606201171875
2009-06-10,20.26513671875,93.86000061035156,59.74702453613281,52.47426223754883,65.0810546875,69.5284194946289,65.13584899902344,17.51214599609375,16.891916275024414,20.774185180664062
2009-06-11,20.451135635375977,93.6999969482422,60.15442657470703,52.65644073486328,65.08885192871094,69.8377914428711,65.25935363769531,17.805814743041992,16.546140670776367,21.161008834838867
2009-06-12,20.163686752319336,92.16999816894533,60.4735107421875,53.047489166259766,65.15937805175781,70.02928924560547,65.13584899902344,17.7278995513916,17.146156311035156,20.90735626220703
2009-06-15,19.7747859954834,91.0999984741211,60.74509811401367,53.0635871887207,65.20628356933594,68.42365264892578,65.06440734863281,17.134572982788086,16.332578659057617,20.152734756469727
2009-06-16,19.698694229125977,91.93000030517578,61.08455276489258,53.03142166137695,65.27668762207031,67.4956283569336,65.27881622314453,16.942779541015625,16.032567977905273,19.886398315429688
2009-06-17,19.75787734985352,92.3499984741211,60.92162704467773,53.09570693969727,65.3471450805664,67.4293212890625,64.84991455078125,16.960765838623047,15.7274751663208,19.73420524597168
2009-06-18,19.78323745727539,91.61000061035156,60.18155288696289,52.42068862915039,65.23756408691406,67.92281341552734,64.68741607666016,16.97873878479004,15.834256172180176,19.696163177490234
2009-06-19,19.61415100097656,91.9000015258789,60.45989608764648,52.81713104248047,65.27668762207031,68.17315673828125,65.09687805175781,17.18850326538086,15.991888999938965,19.778600692749023
2009-06-22,18.954713821411133,90.54000091552734,60.78580856323242,53.01001739501953,65.36278533935547,66.12886047363281,65.20735168457031,16.63714027404785,15.157974243164062,19.02398681640625
2009-06-23,19.28443145751953,90.91999816894533,60.98271942138672,53.438568115234375,65.36278533935547,66.18071746826172,65.52577209472656,16.912822723388672,15.269848823547363,19.144472122192383
2009-06-24,19.27597427368164,91.4499969482422,60.75187683105469,53.35285186767578,65.35491943359375,66.75103759765625,65.1878433227539,16.828908920288086,15.603194236755373,19.6898193359375
2009-06-25,19.44506454467773,92.30999755859376,61.512332916259766,53.77073669433594,65.48013305664062,68.20281219482422,65.56475067138672,17.248437881469727,15.809928894042969,20.1780948638916
2009-06-26,19.28443145751953,92.29000091552734,61.59372329711914,53.797489166259766,65.5114974975586,68.02503967285156,65.56475067138672,17.248437881469727,15.94430923461914,20.28590583801269
2009-06-29,19.470428466796875,92.04000091552734,61.72272872924805,53.73857498168945,65.5114974975586,68.6620101928711,65.61029815673828,17.308368682861328,15.933967590332031,20.41273498535156
2009-06-30,19.12380027770996,91.18000030517578,61.55977630615234,53.72249603271485,65.50364685058594,68.10650634765625,66.05216979980469,17.116594314575195,16.026996612548828,20.1780948638916
2009-07-01,19.04770851135254,92.38999938964844,61.52033233642578,53.64985275268555,65.5678482055664,68.38796997070312,65.91448974609375,17.524126052856445,16.306087493896484,20.60297203063965
2009-07-02,18.62499046325684,91.25,61.724586486816406,53.65523147583008,65.6384048461914,66.52143096923828,65.75143432617188,16.9907283782959,15.442984580993652,20.013229370117188
2009-07-06,18.06700325012207,90.76000213623048,61.76537322998047,53.78438949584961,65.6618881225586,66.5140380859375,65.5948257446289,17.014707565307617,15.830601692199709,20.05761337280273
2009-07-07,17.77955436706543,90.70999908447266,62.01050567626953,53.56915283203125,65.65412902832031,65.22521209716797,65.69925689697266,16.595184326171875,15.215568542480469,19.588354110717773
2009-07-08,17.55974006652832,89.2699966430664,62.72539520263672,54.05884552001953,65.75592803955078,65.1807632446289,65.9340591430664,16.50528907775879,15.070858001708984,19.36641502380371
2009-07-09,17.669645309448242,89.51000213623047,62.357757568359375,54.080345153808594,65.72457885742188,65.30668640136719,65.39916229248047,16.840906143188477,14.786602020263672,19.677135467529297
2009-07-10,17.53437614440918,89.58000183105469,62.74580764770508,54.29557800292969,65.78726196289062,65.1511459350586,65.66007232666016,16.511281967163086,14.765928268432615,19.43616485595703
2009-07-13,17.62737464904785,90.19000244140624,62.52116775512695,54.26331329345703,65.74808502197266,66.73624420166016,65.39263153076172,16.810937881469727,15.32411289215088,19.5756778717041
2009-07-14,17.62737464904785,90.80999755859376,62.10587310791016,54.14491653442383,65.70104217529297,67.11397552490234,65.34041595458984,16.852890014648438,15.51016902923584,19.76591682434082
2009-07-15,18.092363357543945,92.23999786376952,61.30249786376953,53.64447021484375,65.54434204101562,69.0768051147461,65.16431427001953,17.3623104095459,16.083852767944336,20.793212890625
2009-07-16,18.13463592529297,91.9800033569336,61.67010116577149,54.01577377319336,65.64622497558594,68.96570587158203,65.56877899169922,17.643993377685547,16.269906997680664,20.793212890625
2009-07-17,18.405176162719727,91.93000030517578,61.25479507446289,53.84895706176758,65.62272644042969,69.72122192382812,65.54268646240234,17.620019912719727,15.835770606994627,21.015155792236328
2009-07-20,18.709531784057617,93.27999877929688,61.47948455810547,54.06961441040039,65.61495971679688,70.46192169189453,65.92100524902344,17.92567253112793,16.393951416015625,21.661970138549805
2009-07-21,18.64189720153809,93.12999725341795,62.16709899902344,54.83372116088867,65.6932373046875,70.78778839111328,66.07108306884766,18.01557731628418,16.347434997558594,21.6366024017334
2009-07-22,18.743349075317383,93.44000244140624,61.79943084716797,54.68840789794922,65.6618881225586,70.77301025390625,65.89495086669922,18.08150100708008,16.36811065673828,21.59221839904785
2009-07-23,19.13225555419922,93.26000213623048,61.20029067993164,54.59697723388672,65.54434204101562,72.3358383178711,65.57527923583984,18.345195770263672,17.01932716369629,22.16927528381348
2009-07-24,19.1491641998291,93.41000366210938,61.32969665527344,54.74759292602539,65.58352661132812,72.63211059570312,65.6078872680664,18.501014709472656,17.138193130493164,22.105871200561523
2009-07-27,19.225252151489254,93.70999908447266,61.04375076293945,54.623836517333984,65.53652954101562,72.84693145751953,65.4839096069336,18.50701141357422,17.386274337768555,22.25171661376953
2009-07-28,19.013891220092773,92.11000061035156,61.166282653808594,54.83372116088867,65.4973373413086,72.50619506835938,65.4251937866211,18.44708824157715,17.37076759338379,22.1375732421875
2009-07-29,18.523536682128903,91.1999969482422,61.207122802734375,55.1781005859375,65.45816802978516,72.32845306396484,65.39263153076172,18.231334686279297,17.153697967529297,21.668312072753903
2009-07-30,19.098438262939453,91.62000274658205,61.45226287841797,55.47944259643555,65.46598052978516,73.08393859863281,65.76443481445312,18.6628360748291,17.76873016357422,22.24536895751953
2009-07-31,19.4788818359375,93.3499984741211,62.071807861328125,56.21128463745117,65.57571411132812,73.18763732910156,66.11021423339844,18.92653465270996,17.753231048583984,22.37854766845703
2009-08-03,20.02841567993164,93.87000274658205,61.412235260009766,55.68791580200195,65.48304748535156,74.39496612548828,65.76891326904297,19.43595695495605,18.07366180419922,23.2282829284668
2009-08-04,20.03687286376953,94.68000030517578,61.23466491699219,55.40681457519531,65.42820739746094,74.5875244140625,65.53305053710938,19.411985397338867,19.06081962585449,23.050722122192383
2009-08-05,20.248231887817383,94.77999877929688,60.88639831542969,55.41761016845703,65.4046630859375,74.37274169921875,65.58548736572266,19.3460636138916,19.789554595947266,22.854145050048828
2009-08-06,19.78323745727539,94.5999984741211,60.88639831542969,55.26618957519531,65.4046630859375,73.98760986328125,65.4806137084961,19.21421813964844,19.639657974243164,22.65756225585937
2009-08-07,19.69024085998535,93.75,60.48360824584961,55.25538635253906,65.2948226928711,74.9578628540039,65.56580352783203,19.17226791381836,20.735349655151367,22.816085815429688
2009-08-10,19.681787490844727,92.93000030517578,60.872779846191406,55.42839050292969,65.3967514038086,74.80233001708984,65.69026947021484,19.0344181060791,20.29087257385254,22.62586212158203
2009-08-11,19.385883331298828,92.79000091552734,61.29612731933594,55.71495056152344,65.4674072265625,73.86908721923828,65.97856903076172,18.902565002441406,19.70168113708496,22.220006942749023
2009-08-12,19.487335205078125,92.9499969482422,61.125431060791016,55.22834777832031,65.49093627929688,74.6615982055664,65.72303771972656,19.142295837402344,19.846406936645508,22.467323303222656
2009-08-13,19.749420166015625,93.72000122070312,61.6033935546875,55.76364135742188,65.60079193115234,75.23194885253906,65.9392318725586,19.447948455810547,19.949769973754883,22.847801208496094
2009-08-14,19.19143486022949,93.0,61.79456329345703,55.75279235839844,65.64790344238281,74.65419006347656,65.86717224121094,19.28013610839844,19.78437805175781,22.537078857421875
2009-08-17,18.90398597717285,91.61000061035156,62.21793746948242,55.8447265625,65.71851348876953,72.81727600097656,66.10304260253906,18.644859313964844,18.730039596557617,21.611234664916992
2009-08-18,19.27597427368164,92.05999755859376,61.99940872192383,55.7041130065918,65.70282745361328,73.39500427246094,66.24715423583984,18.956499099731445,18.91610145568848,21.96636199951172
