date,strategy,converged,iterations_pg,iterations_newton,kkt_residual,fallback_used,active_free_dim,status,objective_value
2025-05-30,EW,1,0,0,0.0,0,10,success,0.0
2025-05-30,GMV,1,0,41,0.0004744483655708574,0,6,success,0.0015645485061358685
2025-05-30,CtR-only,1,193,2,2.810203385088657e-11,0,10,success,0.0001660479433868504
2025-05-30,MDP,1,300,2,0.1459020002708637,0,8,success,-1.9326876011864267
2025-05-30,CtB-only,1,300,2,0.018118216860282668,0,8,success,0.001813419409124415
2025-05-30,Main,1,81,2,1.0766450513144044e-07,0,10,success,0.006662150886523411
2025-06-30,EW,1,0,0,0.0,0,10,success,0.0
2025-06-30,GMV,1,0,44,0.0003523764951468033,0,6,success,0.001561946768976412
2025-06-30,CtR-only,1,177,2,2.7462624136938197e-11,0,10,success,0.00015845805289835697
2025-06-30,MDP,1,300,1,0.14636914223374559,0,8,success,-1.979389777062687
2025-06-30,CtB-only,1,300,1,0.01736293678150338,0,8,success,0.0017067200017182864
2025-06-30,Main,1,300,2,2.039879178235279e-10,0,10,success,0.00656951821955217
2025-07-31,EW,1,0,0,0.0,0,10,success,0.0
2025-07-31,GMV,1,0,44,0.00040802582512169293,0,8,success,0.0015648665639380935
2025-07-31,CtR-only,1,165,2,2.7864460213997147e-11,0,10,success,0.00015565404055697637
2025-07-31,MDP,1,300,2,0.12161767356062625,0,8,success,-2.000139657418406
2025-07-31,CtB-only,1,300,2,0.014288117941538728,0,8,success,0.0012185193897498242
2025-07-31,Main,1,300,2,2.3400513090674414e-10,0,10,success,0.006105281826468592
2025-08-29,EW,1,0,0,0.0,0,10,success,0.0
