date,strategy,turnover
2024-07-31,Main,0.024186975650979697
2024-08-30,EW,0.0
2024-08-30,GMV,0.03388609231904072
2024-08-30,CtR-only,0.026102458565199507
2024-08-30,MDP,0.061648414612922045
2024-08-30,CtB-only,0.046215672898580126
2024-08-30,Main,0.04164099099964902
2024-09-30,EW,0.0
2024-09-30,GMV,0.008742910222209384
2024-09-30,CtR-only,0.023554530968097627
2024-09-30,MDP,0.04422050550506164
2024-09-30,CtB-only,0.054775244552081104
2024-09-30,Main,0.029068097279222174
2024-10-31,EW,0.0
2024-10-31,GMV,0.024748595703924608
2024-10-31,CtR-only,0.02546243324264063
2024-10-31,MDP,0.07826349241285116
2024-10-31,CtB-only,0.05807796260170385
2024-10-31,Main,0.035546061528574216
2024-11-29,EW,0.0
2024-11-29,GMV,0.029993594674160885
2024-11-29,CtR-only,0.03100144613669796
2024-11-29,MDP,0.054210415402487735
2024-11-29,CtB-only,0.05623349981605127
2024-11-29,Main,0.0744780049236255
2024-12-31,EW,0.0
2024-12-31,GMV,0.08876294377793183
2024-12-31,CtR-only,0.02170290401325848
2024-12-31,MDP,0.05141065378615256
2024-12-31,CtB-only,0.039187480370558116
2024-12-31,Main,0.029687963324092105
2025-01-31,EW,0.0
2025-01-31,GMV,0.038768075516628676
2025-01-31,CtR-only,0.010488237045953343
2025-01-31,MDP,0.03101367203840981
2025-01-31,CtB-only,0.023569716616475916
2025-01-31,Main,0.014919645622129246
2025-02-28,EW,0.0
2025-02-28,GMV,0.032576432050633014
2025-02-28,CtR-only,0.017706289449662606
2025-02-28,MDP,0.08221536132217008
2025-02-28,CtB-only,0.054919707629835744
2025-02-28,Main,0.03489441173640588
2025-03-31,EW,0.0
2025-03-31,GMV,0.011816416748651009
2025-03-31,CtR-only,0.019664929804268858
2025-03-31,MDP,0.056427059544944536
2025-03-31,CtB-only,0.05539863256112812
2025-03-31,Main,0.02916841248781622
2025-04-30,EW,0.0
2025-04-30,GMV,0.5071312549501765
2025-04-30,CtR-only,0.10983193186777912
2025-04-30,MDP,0.33968075841213063
2025-04-30,CtB-only,0.3275961180543294
2025-04-30,Main,0.20704868555682093
2025-05-30,EW,0.0
2025-05-30,GMV,0.03897165649775818
2025-05-30,CtR-only,0.0223705363853064
2025-05-30,MDP,0.03627353130704917
2025-05-30,CtB-only,0.04819193449108343
2025-05-30,Main,0.03021174330913761
2025-06-30,EW,0.0
2025-06-30,GMV,0.03531663059235985
2025-06-30,CtR-only,0.013044356618904726
2025-06-30,MDP,0.030297294924713346
2025-06-30,CtB-only,0.03091170523670401
2025-06-30,Main,0.021320842944211084
2025-07-31,EW,0.0
2025-07-31,GMV,0.032112879728254336
2025-07-31,CtR-only,0.011258026394402217
2025-07-31,MDP,0.03462873201988825
2025-07-31,CtB-only,0.03818727884554872
2025-07-31,Main,0.02041432381504459
2025-08-29,EW,0.0
2025-08-29,GMV,0.07408502290203692
2025-08-29,CtR-only,0.021045506985318464
2025-08-29,MDP,0.04413062401611707
2025-08-29,CtB-only,0.0476099490233895
2025-08-29,Main,0.02603289697542334
2025-09-30,EW,0.0
2025-09-30,GMV,0.033585287204267136
2025-09-30,CtR-only,0.0197298400504368
2025-09-30,MDP,0.03880158246135014
2025-09-30,CtB-only,0.03909082289942858
2025-09-30,Main,0.02658264261884037
2025-10-31,EW,0.0
2025-10-31,GMV,0.0198312054931155
2025-10-31,CtR-only,0.026833773010185816
2025-10-31,MDP,0.03097334515844868
2025-10-31,CtB-only,0.032958494725120524
2025-10-31,Main,0.03575807736486734
2025-11-28,EW,0.0
2025-11-28,GMV,0.08027409508569508
2025-11-28,CtR-only,0.018026036911909564
2025-11-28,MDP,0.07824370306676474
2025-11-28,CtB-only,0.07804480637002671
2025-11-28,Main,0.03724892764527762
