strategy,ann_return,ann_vol,sharpe,max_drawdown,turnover_mean,turnover_p95,dr_mean,db_mean,active_rate,failure_rate
CtB-only,0.0,0.0,,0.0,1.0,1.0,0.004361108661263055,3.863837922855498e-06,0.0,0.0
CtR-only,0.0,0.0,,0.0,1.0,1.0,7.154643336811167e-09,0.00360239196044049,0.0,0.0
EW,0.0,0.0,,0.0,1.0,1.0,0.006601451279092078,0.02213450712504584,0.0,0.0
GMV,0.0,0.0,,0.0,1.0,1.0,0.04878769587916777,0.02233503138481707,0.0,0.0
MDP,0.0,0.0,,0.0,1.0,1.0,0.014260635511195222,1.4849767927717556e-08,0.0,0.0
Main,0.0,0.0,,0.0,1.0,1.0,7.15464332062228e-09,0.003602391960428797,0.0,0.0
