date,ticker,open,high,low,close,adj_close,volume,source,download_timestamp
2009-01-02,SPY,90.44000244140625,93.44000244140625,89.8499984741211,92.95999908447266,67.98126220703125,227566300,yfinance,2026-04-21T08:59:58Z
2009-01-05,SPY,92.62999725341797,93.66000366210938,91.88999938964844,92.8499984741211,67.90083312988281,240349700,yfinance,2026-04-21T08:59:58Z
2009-01-06,SPY,93.63999938964844,94.44999694824219,92.68000030517578,93.47000122070312,68.3542251586914,328260900,yfinance,2026-04-21T08:59:58Z
2009-01-07,SPY,92.0,92.26000213623047,90.19999694824219,90.66999816894531,66.30657958984375,280899200,yfinance,2026-04-21T08:59:58Z
2009-01-08,SPY,90.16000366210938,91.08999633789062,89.66999816894531,91.04000091552734,66.57717895507812,263834400,yfinance,2026-04-21T08:59:58Z
2009-01-09,SPY,91.16000366210938,91.31999969482422,85.36000061035156,89.08999633789062,65.15116882324219,330953600,yfinance,2026-04-21T08:59:58Z
2009-01-12,SPY,88.83999633789062,88.91000366210938,86.41000366210938,86.94999694824219,63.586181640625,277858500,yfinance,2026-04-21T08:59:58Z
2009-01-13,SPY,86.7300033569336,87.87999725341797,86.19999694824219,87.11000061035156,63.70317459106445,356432300,yfinance,2026-04-21T08:59:58Z
2009-01-14,SPY,85.54000091552734,85.75,83.16000366210938,84.37000274658203,61.699440002441406,435491600,yfinance,2026-04-21T08:59:58Z
2009-01-15,SPY,84.12000274658203,85.25,81.72000122070312,84.4000015258789,61.72136688232422,532647300,yfinance,2026-04-21T08:59:58Z
2009-01-16,SPY,85.86000061035156,85.98999786376953,83.05000305175781,85.05999755859375,62.20399475097656,399237200,yfinance,2026-04-21T08:59:58Z
2009-01-20,SPY,84.2300033569336,85.05999755859375,80.05000305175781,80.56999969482422,58.92050552368164,419855200,yfinance,2026-04-21T08:59:58Z
2009-01-21,SPY,81.94000244140625,84.23999786376953,80.47000122070312,84.05000305175781,61.46540069580078,364360700,yfinance,2026-04-21T08:59:58Z
2009-01-22,SPY,82.41999816894531,84.04000091552734,81.16999816894531,82.75,60.51472473144531,427940300,yfinance,2026-04-21T08:59:58Z
2009-01-23,SPY,80.9000015258789,83.98999786376953,80.56999969482422,83.11000061035156,60.777992248535156,386800600,yfinance,2026-04-21T08:59:58Z
