date,strategy,converged,iterations_pg,iterations_newton,kkt_residual,fallback_used,active_free_dim,status,objective_value
2018-06-29,CtR-only,1,178,2,1.0792334156186948e-10,0,10,success,0.0001915651901589867
2018-06-29,MDP,1,250,2,0.048856624827268526,0,9,success,-2.1084704146877216
2018-06-29,CtB-only,1,250,3,0.008211483383156151,0,9,success,0.0009129232633699634
2018-06-29,Main,1,250,2,1.592736712811299e-08,0,10,success,0.0004713274518715312
2018-07-31,EW,1,0,0,0.0,0,10,success,0.0
2018-07-31,GMV,1,0,50,0.00028811492766578627,0,7,success,0.0003416408361075377
2018-07-31,CtR-only,1,159,2,1.2173447516787918e-10,0,10,success,0.0001932515853465471
2018-07-31,MDP,1,250,2,0.048595688303028815,0,9,success,-2.111999825230837
2018-07-31,CtB-only,1,250,2,0.008308092498628947,0,9,success,0.0009033132962785228
2018-07-31,Main,1,250,2,1.1848432815976003e-08,0,10,success,0.0004093236839216637
2018-08-31,EW,1,0,0,0.0,0,10,success,0.0
2018-08-31,GMV,1,0,49,0.00027342878703531093,0,7,success,0.00032697166168173914
2018-08-31,CtR-only,1,221,2,1.5842375908347763e-10,0,10,success,0.00019896563654355417
2018-08-31,MDP,1,200,2,0.051178319108539476,0,9,success,-2.100718337320976
2018-08-31,CtB-only,1,250,3,0.00871088550080301,0,9,success,0.0009635979922109629
2018-08-31,Main,1,250,2,5.73791357595328e-08,0,10,success,0.0004126474450512422
2018-09-28,EW,1,0,0,0.0,0,10,success,0.0
2018-09-28,GMV,1,0,35,0.00024202275929840393,0,6,success,0.0003161035438210902
2018-09-28,CtR-only,1,204,2,1.8968297892727077e-10,0,10,success,0.00019821138910721016
2018-09-28,MDP,1,250,2,0.0482331442267873,0,9,success,-2.1100479364844764
2018-09-28,CtB-only,1,250,2,0.008065256291442401,0,9,success,0.000862048712305021
2018-09-28,Main,1,250,2,2.2452970871152376e-07,0,10,success,0.0004959408999642464
2018-10-31,EW,1,0,0,0.0,0,10,success,0.0
2018-10-31,GMV,1,0,49,0.0002214355004492894,0,6,success,0.00031476565149924604
2018-10-31,CtR-only,1,250,2,1.6783655089025618e-10,0,10,success,0.00020737899922953704
2018-10-31,MDP,1,250,2,0.13705912193578104,0,8,success,-2.174317807413548
2018-10-31,CtB-only,1,250,2,0.014810167726010497,0,8,success,0.0017880419428728158
2018-10-31,Main,1,250,2,1.5974020980248705e-07,0,10,success,0.00048677648101234754
2018-11-30,EW,1,0,0,0.0,0,10,success,0.0
2018-11-30,GMV,1,0,53,0.00025976712904466666,0,8,success,0.000316548374417625
2018-11-30,CtR-only,1,215,2,1.2639202674185694e-10,0,10,success,0.00020641619477339564
2018-11-30,MDP,1,250,2,0.10375036987852701,0,8,success,-2.159691544850138
2018-11-30,CtB-only,1,250,3,0.01194392823143016,0,9,success,0.001534332694200693
2018-11-30,Main,1,250,2,7.178604865813051e-07,0,10,success,0.0005276726363489103
2018-12-31,EW,1,0,0,0.0,0,10,success,0.0
