date,strategy,converged,iterations_pg,iterations_newton,kkt_residual,fallback_used,active_free_dim,status,objective_value
2020-07-31,Main,1,250,2,2.0826067543987737e-07,0,10,success,0.004503651445114796
2020-08-31,EW,1,0,0,0.0,0,10,success,0.0
2020-08-31,GMV,1,0,35,0.0010075296727111375,0,6,success,0.0026208545707737244
2020-08-31,CtR-only,1,127,2,6.372985882957713e-11,0,10,success,0.00018484439111525453
2020-08-31,MDP,1,250,2,0.12282620453128917,0,8,success,-2.171658934040103
2020-08-31,CtB-only,1,250,3,0.021820940992491846,0,8,success,0.0009562142746858482
2020-08-31,Main,1,130,3,2.7250493472011194e-09,0,10,success,0.004332238939748571
2020-09-30,EW,1,0,0,0.0,0,10,success,0.0
2020-09-30,GMV,1,0,37,0.0009020122613448785,0,7,success,0.002504216126515911
2020-09-30,CtR-only,1,159,2,7.071630608815582e-11,0,10,success,0.0001891567152640625
2020-09-30,MDP,1,154,2,0.13328303231733044,0,8,success,-2.1781477224147574
2020-09-30,CtB-only,1,250,3,0.02305674571721697,0,8,success,0.0010136276229380256
2020-09-30,Main,1,250,3,2.5245055619432794e-09,0,10,success,0.004679433888089855
2020-10-30,EW,1,0,0,0.0,0,10,success,0.0
2020-10-30,GMV,1,0,37,0.000809033518830196,0,7,success,0.0024613670297443722
2020-10-30,CtR-only,1,127,2,7.10675695260938e-11,0,10,success,0.00019065627887366227
2020-10-30,MDP,1,161,2,0.14741918258415582,0,8,success,-2.1814923874777685
2020-10-30,CtB-only,1,250,3,0.023607502246961492,0,8,success,0.0010608885136456341
2020-10-30,Main,1,135,3,2.6716903123474813e-09,0,10,success,0.004836385640336519
2020-11-30,EW,1,0,0,0.0,0,10,success,0.0
2020-11-30,GMV,1,0,35,0.0006566427224797306,0,6,success,0.0024446228445709067
2020-11-30,CtR-only,1,152,2,6.57973740471801e-11,0,10,success,0.00019180553369586243
2020-11-30,MDP,1,175,2,0.14530031442389044,0,8,success,-2.190446881413353
2020-11-30,CtB-only,1,250,3,0.025489107472383584,0,8,success,0.0011798862743365407
2020-11-30,Main,1,250,3,3.076423952911355e-09,0,10,success,0.004856156666232467
