date,strategy,D_R,D_B,band_active,band_violation
2016-01-29,EW,0.03604504690565674,0.4789950308287189,0,0.0
2016-01-29,GMV,0.33332085604932654,0.2779230942555899,0,0.0
2016-01-29,CtR-only,5.046839336328589e-07,0.021518859554852957,0,0.0
2016-01-29,MDP,0.042628436677087156,0.00032996120211462287,0,0.0
2016-01-29,CtB-only,0.039250020481253,0.00022149419391639727,0,0.0
2016-01-29,Main,6.802559090578697e-06,0.020131091805403532,1,0.0001310918054035319
2016-02-29,EW,0.038368402803178304,0.5369770831584009,0,0.0
2016-02-29,GMV,0.33246804764078636,0.2864382960859507,0,0.0
2016-02-29,CtR-only,6.537311598096262e-07,0.02393442553921666,0,0.0
2016-02-29,MDP,0.04093376792292289,0.0006623089012609589,0,0.0
2016-02-29,CtB-only,0.0368186127125351,0.0004354859941104516,0,0.0
2016-02-29,Main,4.926428967111314e-05,0.02034464143786092,1,0.00034464143786092083
2016-03-31,EW,0.042957767768159884,0.6480035834840344,0,0.0
2016-03-31,GMV,0.31193475851051605,0.28218964698144766,0,0.0
2016-03-31,CtR-only,1.1446804581136695e-07,0.02436063783762853,0,0.0
2016-03-31,MDP,0.04225248034902383,0.0009953876124087528,0,0.0
2016-03-31,CtB-only,0.03917202974284912,0.0007278381758974195,0,0.0
2016-03-31,Main,6.644548653853318e-05,0.020381242911622206,1,0.0003812429116222052
2016-04-29,EW,0.04494783561469462,0.6897776914231966,0,0.0
2016-04-29,GMV,0.31311891709484796,0.2841156344700952,0,0.0
2016-04-29,CtR-only,3.2445727328742866e-07,0.024765719348972384,0,0.0
2016-04-29,MDP,0.04392685596306005,0.0010646007014899368,0,0.0
2016-04-29,CtB-only,0.04116688059311449,0.0007490147405610348,0,0.0
2016-04-29,Main,7.836855594037416e-05,0.020434909075816996,1,0.00043490907581699573
2016-05-31,EW,0.04744029343419636,0.7490204092054094,0,0.0
2016-05-31,GMV,0.29580837533625054,0.2799133692496568,0,0.0
2016-05-31,CtR-only,5.390928907381626e-08,0.023345088193369258,0,0.0
2016-05-31,MDP,0.045991412748797186,0.001084634183854113,0,0.0
2016-05-31,CtB-only,0.04295967018576595,0.0008510691225751599,0,0.0
2016-05-31,Main,4.443497593202025e-05,0.02033211606152761,1,0.00033211606152760975
2016-06-30,EW,0.05003047710722958,0.7726929978345505,0,0.0
2016-06-30,GMV,0.2349121804925075,0.26254955971949573,0,0.0
2016-06-30,CtR-only,1.2082042902231934e-06,0.027720007266490154,0,0.0
2016-06-30,MDP,0.04774572081322587,0.001280216705067729,0,0.0
2016-06-30,CtB-only,0.044912220920971344,0.0010851626780484023,0,0.0
2016-06-30,Main,0.0002709209703166458,0.021009441066809194,1,0.0010094410668091934
2016-07-29,EW,0.04748082800733432,0.7147305284296905,0,0.0
2016-07-29,GMV,0.23387811517125479,0.2587820572437332,0,0.0
2016-07-29,CtR-only,1.9831318354352816e-07,0.0281512168390763,0,0.0
2016-07-29,MDP,0.04575514170760275,0.0013503162182361664,0,0.0
2016-07-29,CtB-only,0.04328107587669926,0.0011489870298069297,0,0.0
2016-07-29,Main,0.00028517585334675516,0.021062728230162586,1,0.0010627282301625858
2016-08-31,EW,0.04463689423490086,0.6238561336290892,0,0.0
2016-08-31,GMV,0.23504981757422086,0.252730965844705,0,0.0
2016-08-31,CtR-only,1.3825166454901135e-07,0.02548574881537839,0,0.0
2016-08-31,MDP,0.044632087367108525,0.0008165576441969719,0,0.0
2016-08-31,CtB-only,0.04338877734484063,0.0006963501133690571,0,0.0
2016-08-31,Main,0.00013317418897716428,0.020657420487128424,1,0.0006574204871284232
2016-09-30,EW,0.04017070606030444,0.5286680039125506,0,0.0
2016-09-30,GMV,0.23263267634463775,0.24864100425321833,0,0.0
2016-09-30,CtR-only,8.047190710527284e-07,0.03184932858946928,0,0.0
2016-09-30,MDP,0.040852490985365336,0.0013766769831000214,0,0.0
2016-09-30,CtB-only,0.040558029359939435,0.001156751865089405,0,0.0
2016-09-30,Main,0.0005700925269079854,0.02155150747991135,1,0.0015515074799113508
2016-10-31,EW,0.03839198657791505,0.5028854462947497,0,0.0
2016-10-31,GMV,0.22165192444154622,0.2433763653688248,0,0.0
2016-10-31,CtR-only,2.0255916939036383e-07,0.033203112012584454,0,0.0
2016-10-31,MDP,0.03957419219578029,0.001070815554753588,0,0.0
2016-10-31,CtB-only,0.03832917897955017,0.0008747792881294376,0,0.0
2016-10-31,Main,0.0007055474181459942,0.021644452861359638,1,0.0016444528613596375
2016-11-30,EW,0.03804154895991364,0.4699879011731284,0,0.0
2016-11-30,GMV,0.2232789609617882,0.2337261872328453,0,0.0
2016-11-30,CtR-only,4.436120794939343e-07,0.03410468853341139,0,0.0
2016-11-30,MDP,0.04038666682525954,0.0025068382934855795,0,0.0
2016-11-30,CtB-only,0.03995567691316605,0.002132128092032862,0,0.0
2016-11-30,Main,0.000875931857590689,0.021985309302263563,1,0.0019853093022635625
2016-12-30,EW,0.03740384564179456,0.4256904376591168,0,0.0
2016-12-30,GMV,0.21237970776792137,0.21778141121272857,0,0.0
2016-12-30,CtR-only,7.193922824571172e-08,0.036851419668204176,0,0.0
2016-12-30,MDP,0.04362703524927275,0.004046213824574007,0,0.0
2016-12-30,CtB-only,0.04620792680723673,0.0034481248117377624,0,0.0
2016-12-30,Main,0.0013283390438658942,0.022600648960019155,1,0.002600648960019155
2017-01-31,EW,0.03143280851636722,0.3166851236580617,0,0.0
2017-01-31,GMV,0.18267678639244395,0.18220684572814935,0,0.0
