date,strategy,period_return
2026-04-19,EW,0.0
2026-04-19,GMV,0.0
2026-04-19,CtR-only,0.0
2026-04-19,MDP,0.0
2026-04-19,CtB-only,0.0
2026-04-19,Main,0.0
